,game,arena,stage,agent,human_data_type,alpha,TV
2958,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,intermediate,expert,should,0.7,0.5069782775779136
2959,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,intermediate,random,should,0.7,0.5257309941520468
2960,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,late,ours,should,0.7,0.45097605254988543
2961,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,late,ours-depth3,should,0.7,0.3375702918990378
2962,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,late,expert,should,0.7,0.6228979806628755
2963,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNS3ZGGV5R7WB5J0AZA19PCA,late,random,should,0.7,0.27083333333333337
2964,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JP09B155EWQX2WW5R85VMGJF,early,ours,should,0.7,0.5816013391813546
2965,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JP09B155EWQX2WW5R85VMGJF,early,ours-depth3,should,0.7,0.5881408063800277
2966,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JP09B155EWQX2WW5R85VMGJF,early,expert,should,0.7,0.703030035590281
2967,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JP09B155EWQX2WW5R85VMGJF,early,random,should,0.7,0.47803030303030297
2968,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JP09B155EWQX2WW5R85VMGJF,intermediate,ours,should,0.7,0.2982721196891607
2969,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JP09B155EWQX2WW5R85VMGJF,intermediate,ours-depth3,should,0.7,0.29999968507652064
2970,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JP09B155EWQX2WW5R85VMGJF,intermediate,expert,should,0.7,0.48333333333333334
2971,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JP09B155EWQX2WW5R85VMGJF,intermediate,random,should,0.7,0.48333333333333334
2972,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JP09B155EWQX2WW5R85VMGJF,late,ours,should,0.7,0.10210096398656318
2973,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JP09B155EWQX2WW5R85VMGJF,late,ours-depth3,should,0.7,0.10804433296134607
2974,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JP09B155EWQX2WW5R85VMGJF,late,expert,should,0.7,0.1022228252510158
2975,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JP09B155EWQX2WW5R85VMGJF,late,random,should,0.7,0.12499999999999997
2976,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNKQWN8KNDR8115DYGWF39E4,early,ours,should,0.7,0.47633823294112737
2977,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNKQWN8KNDR8115DYGWF39E4,early,ours-depth3,should,0.7,0.5675353850247812
2978,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNKQWN8KNDR8115DYGWF39E4,early,expert,should,0.7,0.8056308137352352
2979,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNKQWN8KNDR8115DYGWF39E4,early,random,should,0.7,0.5832535885167464
2980,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNKQWN8KNDR8115DYGWF39E4,intermediate,ours,should,0.7,0.2308259729332071
2981,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNKQWN8KNDR8115DYGWF39E4,intermediate,ours-depth3,should,0.7,0.2315784896179925
2982,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNKQWN8KNDR8115DYGWF39E4,intermediate,expert,should,0.7,0.23157894736842102
2983,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNKQWN8KNDR8115DYGWF39E4,intermediate,random,should,0.7,0.5999999999999999
2984,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNKQWN8KNDR8115DYGWF39E4,late,ours,should,0.7,0.43026197337801797
2985,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNKQWN8KNDR8115DYGWF39E4,late,ours-depth3,should,0.7,0.4302619733780179
2986,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNKQWN8KNDR8115DYGWF39E4,late,expert,should,0.7,0.5263157894736841
2987,"5.0*5.0*4 pieces in a row wins. The first player can place 2 pieces as their first move, while the second player can only place 1 piece as their first move.",01JNKQWN8KNDR8115DYGWF39E4,late,random,should,0.7,0.5263157894736841
2988,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JN6YKMXAGXM4Y2XDFFR6V486,early,ours,should,0.7999999999999999,0.5603434669732809
2989,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JN6YKMXAGXM4Y2XDFFR6V486,early,ours-depth3,should,0.7999999999999999,0.5415362991069644
2990,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JN6YKMXAGXM4Y2XDFFR6V486,early,expert,should,0.7999999999999999,0.5967271041859459
2991,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JN6YKMXAGXM4Y2XDFFR6V486,early,random,should,0.7999999999999999,0.6681922196796345
2992,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JN6YKMXAGXM4Y2XDFFR6V486,intermediate,ours,should,0.7999999999999999,0.5886863607300027
2993,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JN6YKMXAGXM4Y2XDFFR6V486,intermediate,ours-depth3,should,0.7999999999999999,0.4683249081677493
2994,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JN6YKMXAGXM4Y2XDFFR6V486,intermediate,expert,should,0.7999999999999999,0.5859403860751604
2995,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JN6YKMXAGXM4Y2XDFFR6V486,intermediate,random,should,0.7999999999999999,0.6053915275994867
2996,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JN6YKMXAGXM4Y2XDFFR6V486,late,ours,should,0.7999999999999999,0.6832750515366243
2997,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JN6YKMXAGXM4Y2XDFFR6V486,late,ours-depth3,should,0.7999999999999999,0.6833333235286557
2998,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JN6YKMXAGXM4Y2XDFFR6V486,late,expert,should,0.7999999999999999,0.5748538011695907
2999,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JN6YKMXAGXM4Y2XDFFR6V486,late,random,should,0.7999999999999999,0.5748538011695906
3000,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JNEPQ8A1PX4FKW8CBF7VEXAH,early,ours,should,0.7999999999999999,0.4896517597511946
3001,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JNEPQ8A1PX4FKW8CBF7VEXAH,early,ours-depth3,should,0.7999999999999999,0.5117911078300307
3002,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JNEPQ8A1PX4FKW8CBF7VEXAH,early,expert,should,0.7999999999999999,0.7246923356386872
3003,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JNEPQ8A1PX4FKW8CBF7VEXAH,early,random,should,0.7999999999999999,0.6502415458937205
3004,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JNEPQ8A1PX4FKW8CBF7VEXAH,intermediate,ours,should,0.7999999999999999,0.5154010098682867
3005,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JNEPQ8A1PX4FKW8CBF7VEXAH,intermediate,ours-depth3,should,0.7999999999999999,0.5502453490381541
3006,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JNEPQ8A1PX4FKW8CBF7VEXAH,intermediate,expert,should,0.7999999999999999,0.7663082437275984
3007,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JNEPQ8A1PX4FKW8CBF7VEXAH,intermediate,random,should,0.7999999999999999,0.5652329749103943
3008,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JNEPQ8A1PX4FKW8CBF7VEXAH,late,ours,should,0.7999999999999999,0.6580661542387993
3009,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JNEPQ8A1PX4FKW8CBF7VEXAH,late,ours-depth3,should,0.7999999999999999,0.6580661542387992
3010,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JNEPQ8A1PX4FKW8CBF7VEXAH,late,expert,should,0.7999999999999999,0.4652777777777778
3011,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JNEPQ8A1PX4FKW8CBF7VEXAH,late,random,should,0.7999999999999999,0.46527777777777773
3012,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JP0K6SCE585ZCXCPV14MYHXD,early,ours,should,0.7999999999999999,0.3661045216106196
3013,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JP0K6SCE585ZCXCPV14MYHXD,early,ours-depth3,should,0.7999999999999999,0.3431065635674143
3014,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JP0K6SCE585ZCXCPV14MYHXD,early,expert,should,0.7999999999999999,0.7943362549016255
3015,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JP0K6SCE585ZCXCPV14MYHXD,early,random,should,0.7999999999999999,0.7453527435610297
3016,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JP0K6SCE585ZCXCPV14MYHXD,intermediate,ours,should,0.7999999999999999,0.5535418870426184
3017,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JP0K6SCE585ZCXCPV14MYHXD,intermediate,ours-depth3,should,0.7999999999999999,0.5745645284948927
3018,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JP0K6SCE585ZCXCPV14MYHXD,intermediate,expert,should,0.7999999999999999,0.6614804493087734
3019,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JP0K6SCE585ZCXCPV14MYHXD,intermediate,random,should,0.7999999999999999,0.6488721804511275
3020,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JP0K6SCE585ZCXCPV14MYHXD,late,ours,should,0.7999999999999999,0.6470663953755403
3021,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JP0K6SCE585ZCXCPV14MYHXD,late,ours-depth3,should,0.7999999999999999,0.6916578797124058
3022,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JP0K6SCE585ZCXCPV14MYHXD,late,expert,should,0.7999999999999999,0.7284750337381916
3023,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JP0K6SCE585ZCXCPV14MYHXD,late,random,should,0.7999999999999999,0.6580296896086365
3024,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JNEPMGWSJ5MXNX1PWT5BQ5J3,early,ours,should,0.7999999999999999,0.3353795757387133
3025,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JNEPMGWSJ5MXNX1PWT5BQ5J3,early,ours-depth3,should,0.7999999999999999,0.4510870991499188
3026,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JNEPMGWSJ5MXNX1PWT5BQ5J3,early,expert,should,0.7999999999999999,0.8831415493946271
3027,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JNEPMGWSJ5MXNX1PWT5BQ5J3,early,random,should,0.7999999999999999,0.6571808510638292
3028,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JNEPMGWSJ5MXNX1PWT5BQ5J3,intermediate,ours,should,0.7999999999999999,0.6451530381984082
3029,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JNEPMGWSJ5MXNX1PWT5BQ5J3,intermediate,ours-depth3,should,0.7999999999999999,0.6454223272196434
3030,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JNEPMGWSJ5MXNX1PWT5BQ5J3,intermediate,expert,should,0.7999999999999999,0.6454268292682925
3031,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JNEPMGWSJ5MXNX1PWT5BQ5J3,intermediate,random,should,0.7999999999999999,0.5091463414634148
3032,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JNEPMGWSJ5MXNX1PWT5BQ5J3,late,ours,should,0.7999999999999999,0.6548935292033894
3033,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JNEPMGWSJ5MXNX1PWT5BQ5J3,late,ours-depth3,should,0.7999999999999999,0.6652272655620735
3034,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JNEPMGWSJ5MXNX1PWT5BQ5J3,late,expert,should,0.7999999999999999,0.789864864864865
3035,"7.0*7.0*4 pieces in a row wins. However, a player cannot win by making a diagonal row. Only horizontal and vertical rows count.",01JNEPMGWSJ5MXNX1PWT5BQ5J3,late,random,should,0.7999999999999999,0.4817567567567569
3036,3.0*3.0*3 pieces in a row wins.,01JNM84H10EVHYQFQXGR8GXKBX,early,ours,should,0.7999999999999999,0.11177200628204212
3037,3.0*3.0*3 pieces in a row wins.,01JNM84H10EVHYQFQXGR8GXKBX,early,ours-depth3,should,0.7999999999999999,0.18014870160985924
3038,3.0*3.0*3 pieces in a row wins.,01JNM84H10EVHYQFQXGR8GXKBX,early,expert,should,0.7999999999999999,0.18333333333333332
3039,3.0*3.0*3 pieces in a row wins.,01JNM84H10EVHYQFQXGR8GXKBX,early,random,should,0.7999999999999999,0.4833333333333333
3040,3.0*3.0*3 pieces in a row wins.,01JNM84H10EVHYQFQXGR8GXKBX,intermediate,ours,should,0.7999999999999999,0.12138645419081683
3041,3.0*3.0*3 pieces in a row wins.,01JNM84H10EVHYQFQXGR8GXKBX,intermediate,ours-depth3,should,0.7999999999999999,0.21833316066407416
3042,3.0*3.0*3 pieces in a row wins.,01JNM84H10EVHYQFQXGR8GXKBX,intermediate,expert,should,0.7999999999999999,0.22083333333333324
3043,3.0*3.0*3 pieces in a row wins.,01JNM84H10EVHYQFQXGR8GXKBX,intermediate,random,should,0.7999999999999999,0.3791666666666667
3044,3.0*3.0*3 pieces in a row wins.,01JNM84H10EVHYQFQXGR8GXKBX,late,ours,should,0.7999999999999999,0.13311911311523356
3045,3.0*3.0*3 pieces in a row wins.,01JNM84H10EVHYQFQXGR8GXKBX,late,ours-depth3,should,0.7999999999999999,0.13311911311523356
3046,3.0*3.0*3 pieces in a row wins.,01JNM84H10EVHYQFQXGR8GXKBX,late,expert,should,0.7999999999999999,0.13333333333333328
3047,3.0*3.0*3 pieces in a row wins.,01JNM84H10EVHYQFQXGR8GXKBX,late,random,should,0.7999999999999999,0.26666666666666666
3048,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,early,ours,should,0.7999999999999999,0.37426682148446083
3049,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,early,ours-depth3,should,0.7999999999999999,0.19752011124304086
3050,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,early,expert,should,0.7999999999999999,0.6330073260073259
3051,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,early,random,should,0.7999999999999999,0.12783882783882788
3052,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,intermediate,ours,should,0.7999999999999999,0.5586041571886213
3053,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,intermediate,ours-depth3,should,0.7999999999999999,0.2698151594829417
3054,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,intermediate,expert,should,0.7999999999999999,0.5823076923076923
3055,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,intermediate,random,should,0.7999999999999999,0.16794871794871802
3056,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,late,ours,should,0.7999999999999999,0.06528614650606702
3057,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,late,ours-depth3,should,0.7999999999999999,0.06528614650606702
3058,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,late,expert,should,0.7999999999999999,0.2333333333333333
3059,3.0*3.0*3 pieces in a row wins.,01JNKQWN8KNDR8115DYGWF39E4,late,random,should,0.7999999999999999,0.23333333333333334
3060,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,early,ours,should,0.7999999999999999,0.12776508460886396
3061,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,early,ours-depth3,should,0.7999999999999999,0.17847957784437565
3062,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,early,expert,should,0.7999999999999999,0.18172043010752678
3063,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,early,random,should,0.7999999999999999,0.4849462365591398
3064,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,intermediate,ours,should,0.7999999999999999,0.08993484128759104
3065,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,intermediate,ours-depth3,should,0.7999999999999999,0.19266111765332147
3066,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,intermediate,expert,should,0.7999999999999999,0.19516129032258056
3067,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,intermediate,random,should,0.7999999999999999,0.4048387096774194
3068,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,late,ours,should,0.7999999999999999,0.28914686827553343
3069,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,late,ours-depth3,should,0.7999999999999999,0.35468965234580474
3070,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,late,expert,should,0.7999999999999999,0.13486511399573614
3071,3.0*3.0*3 pieces in a row wins.,01JP0K7E3C1HNYSCGXJPQANC1R,late,random,should,0.7999999999999999,0.1989247311827957
3072,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,early,ours,should,0.7999999999999999,0.4361177616475409
3073,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,early,ours-depth3,should,0.7999999999999999,0.30534637383650043
3074,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,early,expert,should,0.7999999999999999,0.5185483588574702
3075,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,early,random,should,0.7999999999999999,0.2995951417004049
3076,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,intermediate,ours,should,0.7999999999999999,0.1954891223612627
3077,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,intermediate,ours-depth3,should,0.7999999999999999,0.19346178633777797
3078,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,intermediate,expert,should,0.7999999999999999,0.6760233918128659
3079,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,intermediate,random,should,0.7999999999999999,0.3192982456140351
3080,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,late,ours,should,0.7999999999999999,0.3230231327777144
3081,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,late,ours-depth3,should,0.7999999999999999,0.2730194917010876
3082,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,late,expert,should,0.7999999999999999,0.7242105263157893
3083,4.0*4.0*3 pieces in a row loses.,01JP0PXFYK8HTKWWTBPK1RJ6YF,late,random,should,0.7999999999999999,0.2631578947368421
3084,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,early,ours,should,0.7999999999999999,0.37732364287510717
3085,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,early,ours-depth3,should,0.7999999999999999,0.3557824821355262
3086,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,early,expert,should,0.7999999999999999,0.6065946823308278
3087,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,early,random,should,0.7999999999999999,0.24871794871794875
3088,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,intermediate,ours,should,0.7999999999999999,0.7218530248195324
3089,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,intermediate,ours-depth3,should,0.7999999999999999,0.7108063681957354
3090,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,intermediate,expert,should,0.7999999999999999,0.6897637409348936
3091,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,intermediate,random,should,0.7999999999999999,0.28888888888888886
3092,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,late,ours,should,0.7999999999999999,0.7943239820984126
3093,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,late,ours-depth3,should,0.7999999999999999,0.7956097321523178
3094,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,late,expert,should,0.7999999999999999,0.7589858083663156
3095,4.0*4.0*3 pieces in a row loses.,01JNHCPXAPTJPC0J7C5416E63M,late,random,should,0.7999999999999999,0.305050505050505
3096,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,early,ours,should,0.7999999999999999,0.3928158418782653
3097,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,early,ours-depth3,should,0.7999999999999999,0.5436089387110905
3098,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,early,expert,should,0.7999999999999999,0.6396329587074103
3099,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,early,random,should,0.7999999999999999,0.2917293233082707
3100,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,intermediate,ours,should,0.7999999999999999,0.4970972316184585
3101,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,intermediate,ours-depth3,should,0.7999999999999999,0.4958881929100387
3102,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,intermediate,expert,should,0.7999999999999999,0.31973684210526315
3103,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,intermediate,random,should,0.7999999999999999,0.3197368421052632
3104,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,late,ours,should,0.7999999999999999,0.15405637365867889
3105,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,late,ours-depth3,should,0.7999999999999999,0.15405637365867889
3106,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,late,expert,should,0.7999999999999999,0.6073684210526314
3107,4.0*4.0*3 pieces in a row loses.,01JNGYBV3FEH29EMKVB2T45TDY,late,random,should,0.7999999999999999,0.08070175438596491
3108,4.0*4.0*3 pieces in a row loses.,01JNH0JREQ0B4M5NYGS95FV36D,early,ours,should,0.7999999999999999,0.4475554894321644
3109,4.0*4.0*3 pieces in a row loses.,01JNH0JREQ0B4M5NYGS95FV36D,early,ours-depth3,should,0.7999999999999999,0.4837876880478126
3110,4.0*4.0*3 pieces in a row loses.,01JNH0JREQ0B4M5NYGS95FV36D,early,expert,should,0.7999999999999999,0.6216491750001747
3111,4.0*4.0*3 pieces in a row loses.,01JNH0JREQ0B4M5NYGS95FV36D,early,random,should,0.7999999999999999,0.23928571428571427
3112,4.0*4.0*3 pieces in a row loses.,01JNH0JREQ0B4M5NYGS95FV36D,intermediate,ours,should,0.7999999999999999,0.7342203674810744
